Term	TermFreq >= 1	PosClassDiff (correct-estimate)	NegClassDiff	PosClassAvDiff	NegClassAvDiff	CorrectClass1pos	CorrectClass2pos	CorrectClass3pos	CorrectClass4pos	CorrectClass5pos	CorrectClass1neg	CorrectClass2neg	CorrectClass3neg	CorrectClass4neg	CorrectClass5neg	
contract	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
pref	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
cbmem	2	0	0	0.0	0.0	2	0	0	0	0	0	1	1	0	0	
allocations	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
003	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
uart	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
cherry	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
bootblock	2	0	0	0.0	0.0	1	0	0	1	0	2	0	0	0	0	
elf	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
750	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
half	3	1	0	0.33333334	0.0	1	2	0	0	0	2	1	0	0	0	
baked	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
upstairs	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
microcode	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
u32	1	0	2	0.0	2.0	1	0	0	0	0	0	0	1	0	0	
cflags	2	2	2	1.0	1.0	1	0	1	0	0	1	0	1	0	0	
rmodules	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
objs	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
phdr	4	0	0	0.0	0.0	4	0	0	0	0	4	0	0	0	0	
phentsize	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
nehalem	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
dynamically	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
ew	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
monotonic	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
timers	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
modulo	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
snprintf	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
mangle	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
ints	2	0	0	0.0	0.0	1	0	0	1	0	2	0	0	0	0	
refined	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
intentionally	2	0	0	0.0	0.0	0	1	0	1	0	2	0	0	0	0	
lfp	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
iommu	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
york	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
pulled	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
7856	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
cleanups	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
deprecates	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
boards	5	0	0	0.0	0.0	5	0	0	0	0	3	2	0	0	0	
fam10	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
nightmares	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
kidnapping	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
alien	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
ship	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
colonoscopy	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
quality	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
qulifies	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
fsys1	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
sheet	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
readl	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
martin	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
hijack	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
chipsets	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
i82801gx	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
ich7	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
nm10	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
unbuffered	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
ranks	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
unbuff'd	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
reg'd	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
devicetree	2	0	0	0.0	0.0	1	1	0	0	0	0	2	0	0	0	
cb	3	0	0	0.0	0.0	2	1	0	0	0	0	3	0	0	0	
kconfig	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
sse	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
ilk	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
agesa	2	0	0	0.0	0.0	2	0	0	0	0	1	0	1	0	0	
usbdebug	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
chipset	3	0	0	0.0	0.0	1	1	0	1	0	2	1	0	0	0	
mainboard	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
halfway	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
goal	2	0	0	0.0	0.0	0	1	0	1	0	1	0	1	0	0	
ehci	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
route	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
smbus	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
clever	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
combined	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
southbridge	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
persimmon	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mmconf	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
puts	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
u16	1	0	2	0.0	2.0	1	0	0	0	0	0	0	1	0	0	
untrusted	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
whereas	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
trusted	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
memcpy	2	4	0	2.0	0.0	0	0	2	0	0	2	0	0	0	0	
quote	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
man	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
cmos	1	0	0	0.0	0.0	1	0	0	0	0	0	0	0	1	0	
defaults	3	0	0	0.0	0.0	2	1	0	0	0	1	1	0	1	0	
brightness	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
redefining	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dspc	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
brtu	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
brtd	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
redefine	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
interim	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
6192	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
northbridge	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
intel	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
i945	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
superio	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
winbond	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
w83627hf	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
crc	3	0	0	0.0	0.0	3	0	0	0	0	1	2	0	0	0	
vortex86ex	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
pci	4	0	0	0.0	0.0	2	2	0	0	0	2	2	0	0	0	
offsets	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
adapt	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
limit	6	0	0	0.0	0.0	5	0	1	0	0	3	1	2	0	0	
6041	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
remark	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
nix	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
tableid	1	0	1	0.0	1.0	1	0	0	0	0	0	0	1	0	0	
broke	1	0	1	0.0	1.0	1	0	0	0	0	0	0	1	0	0	
fintek	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
chip	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
potential	2	0	0	0.0	0.0	0	2	0	0	0	1	1	0	0	0	
hardware	2	0	0	0.0	0.0	0	1	0	1	0	0	2	0	0	0	
mmio	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
0xcf8	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
0xcfc	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
camelcasejustbecausethecodewhereitsusedusesit	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
hate	2	0	0	0.0	0.0	2	0	0	0	0	0	0	0	1	1	
bikeshed	1	0	0	0.0	0.0	1	0	0	0	0	0	0	0	1	0	
weeks	2	0	0	0.0	0.0	1	1	0	0	0	0	0	0	1	1	
fam10h	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
abstracting	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
fmap	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
fitting	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
tagged	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
demonstrated	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
mixing	2	2	1	1.0	0.5	1	0	1	0	0	0	2	0	0	0	
here's	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
symbols	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
weak	2	0	0	0.0	0.0	0	2	0	0	0	0	2	0	0	0	
paul	1	0	0	0.0	0.0	0	0	0	0	1	0	1	0	0	0	
drunk	1	0	0	0.0	0.0	0	0	0	0	1	0	1	0	0	0	
hides	2	0	0	0.0	0.0	2	0	0	0	0	1	0	1	0	0	
architectures	3	0	0	0.0	0.0	1	1	0	1	0	2	1	0	0	0	
uint64	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
temporarily	1	2	0	2.0	0.0	0	0	1	0	0	0	1	0	0	0	
cached	2	2	0	1.0	0.0	1	0	1	0	0	1	1	0	0	0	
onboard	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
enumeration	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
romcc	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
jaz	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
pcidev	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
typedef'd	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ky	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
sti	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
uintptr	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
copies	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
agnostic	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
bonus	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
occur	2	0	0	0.0	0.0	0	1	1	0	0	2	0	0	0	0	
idx	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
couchdb	4	0	0	0.0	0.0	1	3	0	0	0	4	0	0	0	0	
dealing	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
nor	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
ruby	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
packet	10	0	1	0.0	0.1	8	1	0	1	0	7	3	0	0	0	
he'd	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
generalize	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
marshalled	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
generalization	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
portable	2	0	0	0.0	0.0	0	1	0	1	0	2	0	0	0	0	
sleeps	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
22	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
sg	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
bucket	3	0	0	0.0	0.0	2	1	0	0	0	2	1	0	0	0	
escaping	2	1	0	0.5	0.0	1	1	0	0	0	2	0	0	0	0	
projector	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
handshake	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dequeued	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
consumed	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
enqueue	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
synchronization	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
flight	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
gtest	4	0	0	0.0	0.0	4	0	0	0	0	3	1	0	0	0	
daverigby	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
asset	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
analyser	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
configs	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
factors	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
perf	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
contention	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
latency	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
datatype	3	0	0	0.0	0.0	1	2	0	0	0	1	2	0	0	0	
iostat	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
detection	3	0	0	0.0	0.0	2	1	0	0	0	2	1	0	0	0	
channels	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
mutations	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
occupy	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
deletes	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
buckets	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
cas	2	0	2	0.0	1.0	0	2	0	0	0	0	2	0	0	0	
delwithmeta	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
incremented	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
grab	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dependence	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
couchbase	2	0	0	0.0	0.0	2	0	0	0	0	1	0	1	0	0	
num	3	0	0	0.0	0.0	3	0	0	0	0	2	0	1	0	0	
rebalance	3	1	1	0.33333334	0.33333334	2	1	0	0	0	2	1	0	0	0	
processbufferedmessages	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
closely	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
accesscanner	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
scannbuffer	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ports	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
exotic	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
arrayindexitems	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
counts	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
acquiring	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
vbucket	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
lcbvb	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
ccbc	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
431	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
wal	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
compares	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
compaction	3	0	0	0.0	0.0	2	1	0	0	0	1	2	0	0	0	
sorting	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
unsorted	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
spring	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
m2	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
milestone	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
slowdown	1	0	0	0.0	0.0	0	1	0	0	0	0	0	1	0	0	
entrancy	1	0	0	0.0	0.0	0	1	0	0	0	0	0	1	0	0	
reuseaddr	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
linger	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
panic	1	1	1	1.0	1.0	0	1	0	0	0	0	0	0	1	0	
41	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
goxdcr	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
workspace	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
statistics	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
replication	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ep	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
cursize	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
opaque	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
schedule	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
fire	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
backfill	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
unacked	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
confusions	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
docio	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
populating	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dist	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
totalcount	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
planning	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
changelist	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
mb	2	1	1	0.5	0.5	1	1	0	0	0	1	1	0	0	0	
14866	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
rdoc	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
crashes	2	1	0	0.5	0.0	1	1	0	0	0	1	1	0	0	0	
18266	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
person	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
hdr	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
bid	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
represents	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
coordinate	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
checkin	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
qe	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
initcache	1	0	0	0.0	0.0	0	0	1	0	0	0	1	0	0	0	
succeeds	1	0	0	0.0	0.0	0	0	1	0	0	0	1	0	0	0	
tmpfail	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
transmission	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
javascript	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
appender	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
autounbox	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
autounboxing	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
pluggableprefix	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
nature	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
errcode	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
dst	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
answers	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
0x86	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
clobber	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
rev	3	0	0	0.0	0.0	0	2	0	0	1	3	0	0	0	0	
corresponds	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
overwritten	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
mc	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
tap	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
beforetest	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
bodylen	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
opt	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
fdb	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
itr	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
refcounting	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
incoming	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
protocol	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
concurrently	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
lcb	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
connecting	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
900	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
8091	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
perfrunner	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
packages	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
ccp	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
scrubber	2	0	4	0.0	2.0	0	0	0	2	0	0	0	2	0	0	
infer	1	0	2	0.0	2.0	0	0	0	1	0	0	0	1	0	0	
maintaining	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
evaluate	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
rewinded	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
rollbacked	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
memcached	2	0	0	0.0	0.0	0	1	0	0	1	2	0	0	0	0	
markdown	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
notifier	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
eobject	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
2015	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
nested	2	1	0	0.5	0.0	1	1	0	0	0	1	1	0	0	0	
egit	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
managed	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
major	1	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	1	
containing	3	1	0	0.33333334	0.0	0	2	1	0	0	2	1	0	0	0	
inadvertent	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
plug	3	0	0	0.0	0.0	3	0	0	0	0	2	1	0	0	0	
ins	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
evolved	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
jdt	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
101	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
emf	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
comparisonutil	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
isdeleteorunsetdiff	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
valued	2	0	0	0.0	0.0	0	2	0	0	0	1	1	0	0	0	
unsets	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
metamodel	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
varies	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
counted	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
scaled	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
reentrantlocks	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
lookfor	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
drag	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
t1	3	0	0	0.0	0.0	3	0	0	0	0	0	3	0	0	0	
t2	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
matchers	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
patterns	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
xmls	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
updatecommitbuttons	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
bugzillarestcreatetaskschema	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
getfieldnamefromattributename	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
immutablemap	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
hardcode	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
subscribe	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
megumi's	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
initializing	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
collapsing	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
funcservice	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
br	2	0	2	0.0	1.0	0	2	0	0	0	0	0	2	0	0	
separatly	1	0	0	0.0	0.0	0	1	0	0	0	0	0	1	0	0	
requiresauthentication	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
partialstatesystem	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
ioexception	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
eike	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
stepper	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
berlin	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
